Id,Label
0001.jpg,0.008196015878383554
0002.jpg,0.5486074855620398
0003.jpg,0.424834012272022
0004.jpg,0.6403381538311519
0005.jpg,0.5882086294551426
0006.jpg,0.5999801261201865
0007.jpg,0.0003461405330564209
0008.jpg,0.581097074049639
0009.jpg,0.6100319836477874
0010.jpg,0.10985315879171625
0011.jpg,0.4899532596323741
0012.jpg,0.05123880686917952
0013.jpg,0.6868303776846587
0014.jpg,0.7573002743081386
0015.jpg,0.6616263015588472
0016.jpg,0.7245245967246032
0017.jpg,0.5168952372151514
0018.jpg,0.13325258019254937
0019.jpg,0.7451245833994871
0020.jpg,0.0039108412462330435
0021.jpg,0.6574560544010185
0022.jpg,0.6557059451955707
0023.jpg,0.5672711507067257
0024.jpg,0.3963383603957562
0025.jpg,0.7684772668985197
0026.jpg,0.9895690925717625
0027.jpg,0.1850703478002429
0028.jpg,0.6713048064286226
0029.jpg,0.012566137566137565
0030.jpg,0.9846969665927708
0031.jpg,0.322713353929146
0032.jpg,0.8619571165670804
0033.jpg,0.016985084641160844
0034.jpg,0.16164992543715556
0035.jpg,0.7420405487764158
0036.jpg,0.0
0037.jpg,0.6511694064487186
0038.jpg,0.0
0039.jpg,0.5399158590073203
0040.jpg,0.49853472435785673
0041.jpg,0.9999093400471324
0042.jpg,0.5231068530385472
0043.jpg,0.7175183201050127
0044.jpg,0.574807043532752
0045.jpg,0.8225110270800831
0046.jpg,1.0
0047.jpg,0.38086552549916014
0048.jpg,0.4119471803222484
0049.jpg,0.8292534391348514
0050.jpg,0.4861846991070517
0051.jpg,0.36253683752316523
0052.jpg,0.8671524368783814
0053.jpg,0.4202273559180487
0054.jpg,0.6643401699323005
0055.jpg,0.7492163371332665
0056.jpg,0.0004916420845624386
0057.jpg,0.6557515199570314
0058.jpg,0.0294935046497119
0059.jpg,0.45868279514373317
0060.jpg,0.8480709360817171
0061.jpg,0.018839102023381373
0062.jpg,0.1759669758627824
0063.jpg,0.705322763837084
0064.jpg,0.4302036705044037
0065.jpg,0.5469918208025883
0066.jpg,0.999832666872468
0067.jpg,0.028571763271570048
0068.jpg,0.5425552092291346
0069.jpg,0.6459591197725967
0070.jpg,0.4245623910880847
0071.jpg,0.7496356280864626
0072.jpg,0.9959855912443243
0073.jpg,0.6694548543702824
0074.jpg,0.3482713489377663
0075.jpg,0.8957626783560949
0076.jpg,0.5336359315135701
0077.jpg,0.9595054135434826
0078.jpg,0.5619468910150212
0079.jpg,0.4182760564813746
0080.jpg,0.9999769670167681
0081.jpg,0.6796450997874035
0082.jpg,0.07107965138884884
0083.jpg,0.9954742829068832
0084.jpg,0.9997520457392152
0085.jpg,1.0
0086.jpg,0.8240873956057657
0087.jpg,0.7037998713361557
0088.jpg,0.9999769670167681
0089.jpg,0.06840804076267398
0090.jpg,0.9999769670167681
0091.jpg,0.5074124689345341
0092.jpg,0.6919920074601472
0093.jpg,0.48862099068132764
0094.jpg,0.6711232200811481
0095.jpg,0.061225659000488215
0096.jpg,0.45828694005314957
0097.jpg,0.7851008778353195
0098.jpg,0.1858917507323929
0099.jpg,0.9999769670167681
0100.jpg,0.5946851960425394
0101.jpg,0.42225878891941326
0102.jpg,1.0
0103.jpg,0.5511200533329309
0104.jpg,0.6704827207995958
0105.jpg,0.7004780508463588
0106.jpg,0.5595769834151454
0107.jpg,0.6188775883417609
0108.jpg,0.7883545737703841
0109.jpg,0.45405861942366016
0110.jpg,0.5296331255641412
0111.jpg,0.011931889414299965
0112.jpg,0.6242903820076058
0113.jpg,0.9996837978581635
0114.jpg,0.0
0115.jpg,0.20914703759307957
0116.jpg,0.6658721086277362
0117.jpg,0.7637125552478822
0118.jpg,0.8469544281806375
0119.jpg,0.5997249777758304
0120.jpg,0.10032457452398105
0121.jpg,0.730721883053189
0122.jpg,0.9324052498486517
0123.jpg,0.4267429169238255
0124.jpg,0.7372580202077695
0125.jpg,0.22563281709800678
0126.jpg,0.642319114682545
0127.jpg,0.7261247056701063
0128.jpg,0.22640208766547942
0129.jpg,0.7547509521692177
0130.jpg,0.7576686595197439
0131.jpg,0.9032264832840854
0132.jpg,0.5930458790733466
0133.jpg,0.6557795939778345
0134.jpg,0.42270979105278117
0135.jpg,0.0
0136.jpg,0.4550311483765217
0137.jpg,0.5290593797527443
0138.jpg,0.018361918846077595
0139.jpg,0.5370887759189086
0140.jpg,0.2201364053706908
0141.jpg,0.7853547509648815
