Id,Label
0001.jpg,385.5
0002.jpg,2103.0
0003.jpg,1511.0
0004.jpg,2844.5
0005.jpg,2179.0
0006.jpg,2843.5
0007.jpg,297.0
0008.jpg,3645.5
0009.jpg,2385.0
0010.jpg,784.0
0011.jpg,1643.5
0012.jpg,482.5
0013.jpg,3524.5
0014.jpg,3977.5
0015.jpg,3145.0
0016.jpg,3202.0
0017.jpg,2312.5
0018.jpg,899.0
0019.jpg,3715.5
0020.jpg,301.0
0021.jpg,3587.0
0022.jpg,3157.5
0023.jpg,2262.5
0024.jpg,1574.5
0025.jpg,4200.5
0026.jpg,4460.5
0027.jpg,778.5
0028.jpg,3114.0
0029.jpg,181.5
0030.jpg,4510.5
0031.jpg,1176.5
0032.jpg,3852.0
0033.jpg,177.0
0034.jpg,894.0
0035.jpg,3904.0
0036.jpg,240.0
0037.jpg,2507.5
0038.jpg,328.0
0039.jpg,1995.5
0040.jpg,2421.0
0041.jpg,4759.5
0042.jpg,2370.5
0043.jpg,3041.5
0044.jpg,2277.0
0045.jpg,4213.0
0046.jpg,4696.5
0047.jpg,1676.0
0048.jpg,1778.5
0049.jpg,2738.0
0050.jpg,1925.0
0051.jpg,1273.0
0052.jpg,4281.5
0053.jpg,1935.0
0054.jpg,3204.5
0055.jpg,3868.0
0056.jpg,196.5
0057.jpg,3142.0
0058.jpg,564.5
0059.jpg,1744.0
0060.jpg,4640.0
0061.jpg,454.0
0062.jpg,921.5
0063.jpg,4160.0
0064.jpg,1764.5
0065.jpg,2162.0
0066.jpg,4642.5
0067.jpg,713.5
0068.jpg,3005.5
0069.jpg,3004.0
0070.jpg,1228.0
0071.jpg,2678.5
0072.jpg,4533.5
0073.jpg,3012.0
0074.jpg,1615.5
0075.jpg,4449.5
0076.jpg,2027.0
0077.jpg,4392.0
0078.jpg,1537.5
0079.jpg,1955.5
0080.jpg,4686.5
0081.jpg,2944.0
0082.jpg,743.0
0083.jpg,4491.5
0084.jpg,4582.0
0085.jpg,4601.0
0086.jpg,4190.0
0087.jpg,3356.5
0088.jpg,4785.5
0089.jpg,859.5
0090.jpg,4862.5
0091.jpg,2285.0
0092.jpg,2415.0
0093.jpg,1201.5
0094.jpg,2797.0
0095.jpg,573.0
0096.jpg,1528.5
0097.jpg,1752.0
0098.jpg,733.0
0099.jpg,4783.5
0100.jpg,2495.5
0101.jpg,1701.5
0102.jpg,4740.5
0103.jpg,2117.5
0104.jpg,3608.0
0105.jpg,3996.5
0106.jpg,2120.0
0107.jpg,2550.5
0108.jpg,4036.5
0109.jpg,1722.5
0110.jpg,3131.5
0111.jpg,191.5
0112.jpg,2863.5
0113.jpg,4834.5
0114.jpg,235.0
0115.jpg,1134.5
0116.jpg,3291.0
0117.jpg,4072.5
0118.jpg,4296.5
0119.jpg,2602.5
0120.jpg,835.0
0121.jpg,3555.5
0122.jpg,4378.0
0123.jpg,1797.0
0124.jpg,3759.5
0125.jpg,778.0
0126.jpg,2638.0
0127.jpg,3468.0
0128.jpg,1015.5
0129.jpg,3856.0
0130.jpg,3821.0
0131.jpg,4329.5
0132.jpg,2511.5
0133.jpg,2787.0
0134.jpg,1841.5
0135.jpg,170.5
0136.jpg,1421.5
0137.jpg,2412.0
0138.jpg,312.0
0139.jpg,2033.5
0140.jpg,1089.5
0141.jpg,3465.0
0142.jpg,2874.5
0143.jpg,2204.0
0144.jpg,1537.5
0145.jpg,3662.0
0146.jpg,4995.5
0147.jpg,1317.0
0148.jpg,4730.5
0149.jpg,2712.0
0150.jpg,595.5
0151.jpg,3259.5
0152.jpg,4105.0
0153.jpg,4394.5
0154.jpg,1797.5
0155.jpg,4435.5
0156.jpg,764.5
0157.jpg,1218.5
0158.jpg,3432.5
0159.jpg,3864.0
0160.jpg,1033.0
0161.jpg,524.0
0162.jpg,1430.5
0163.jpg,346.0
0164.jpg,873.0
0165.jpg,648.5
0166.jpg,2484.0
0167.jpg,4761.75
0168.jpg,1184.0
0169.jpg,2325.0
0170.jpg,2468.5
0171.jpg,1329.0
0172.jpg,1576.0
0173.jpg,1539.5
0174.jpg,2835.5
0175.jpg,3965.5
0176.jpg,3220.5
0177.jpg,1737.5
0178.jpg,2704.5
0179.jpg,3399.5
0180.jpg,3447.5
0181.jpg,4234.0
0182.jpg,602.5
0183.jpg,2572.0
0184.jpg,4756.5
0185.jpg,1437.5
0186.jpg,2151.5
0187.jpg,4648.0
0188.jpg,471.5
0189.jpg,724.0
0190.jpg,3137.5
0191.jpg,3446.5
0192.jpg,4187.5
0193.jpg,1979.0
0194.jpg,1410.0
0195.jpg,1389.5
0196.jpg,4496.5
0197.jpg,304.5
0198.jpg,302.0
0199.jpg,4114.5
0200.jpg,3110.5
0201.jpg,676.0
0202.jpg,970.5
0203.jpg,2885.0
0204.jpg,329.5
0205.jpg,3730.5
0206.jpg,3549.5
0207.jpg,4854.0
0208.jpg,1248.5
0209.jpg,3914.0
0210.jpg,4777.5
0211.jpg,4061.5
0212.jpg,4389.0
0213.jpg,87.5
0214.jpg,3712.5
0215.jpg,2859.5
0216.jpg,1927.0
0217.jpg,3165.5
0218.jpg,705.5
0219.jpg,1645.5
0220.jpg,2819.5
0221.jpg,731.5
0222.jpg,3509.0
0223.jpg,1019.0
0224.jpg,3250.5
0225.jpg,117.0
0226.jpg,870.5
0227.jpg,2813.5
0228.jpg,4078.5
0229.jpg,273.0
0230.jpg,1657.0
0231.jpg,1188.0
0232.jpg,488.5
0233.jpg,2252.5
0234.jpg,1576.0
0235.jpg,2892.0
0236.jpg,790.5
0237.jpg,2812.0
0238.jpg,1207.0
0239.jpg,2949.0
0240.jpg,558.0
0241.jpg,3434.0
0242.jpg,2024.0
0243.jpg,3135.5
0244.jpg,3035.0
0245.jpg,2637.5
0246.jpg,3633.0
0247.jpg,3605.5
0248.jpg,3067.5
0249.jpg,4674.5
0250.jpg,2530.0
0251.jpg,179.0
0252.jpg,293.5
0253.jpg,1171.5
0254.jpg,1521.0
0255.jpg,1687.0
0256.jpg,21.0
0257.jpg,2443.0
0258.jpg,510.0
0259.jpg,104.5
0260.jpg,322.0
0261.jpg,3083.5
0262.jpg,495.5
0263.jpg,2740.5
0264.jpg,566.5
0265.jpg,292.0
0266.jpg,1002.5
0267.jpg,301.0
0268.jpg,122.5
0269.jpg,4720.5
0270.jpg,4852.0
0271.jpg,4719.5
0272.jpg,3786.5
0273.jpg,4759.0
0274.jpg,4278.0
0275.jpg,4781.0
0276.jpg,1835.5
0277.jpg,4362.5
0278.jpg,3414.0
0279.jpg,3182.0
0280.jpg,3148.0
0281.jpg,4079.0
0282.jpg,3204.5
0283.jpg,2923.5
0284.jpg,747.0
0285.jpg,3038.0
0286.jpg,1047.5
0287.jpg,167.0
0288.jpg,2482.0
0289.jpg,3290.0
0290.jpg,1363.5
0291.jpg,3887.5
0292.jpg,4700.0
0293.jpg,1246.5
0294.jpg,1888.5
0295.jpg,2380.5
0296.jpg,454.5
0297.jpg,2827.0
0298.jpg,2788.0
0299.jpg,3209.0
0300.jpg,1755.0
0301.jpg,3437.5
0302.jpg,1880.0
0303.jpg,1528.0
0304.jpg,3194.0
0305.jpg,2683.0
0306.jpg,4869.0
0307.jpg,2301.0
0308.jpg,1401.0
0309.jpg,1103.5
0310.jpg,3502.0
0311.jpg,4376.0
0312.jpg,4804.5
0313.jpg,2466.0
0314.jpg,189.5
0315.jpg,909.0
0316.jpg,1670.0
0317.jpg,3231.5
0318.jpg,406.5
0319.jpg,2105.0
0320.jpg,386.0
0321.jpg,4247.5
0322.jpg,2706.0
0323.jpg,588.5
0324.jpg,3210.5
0325.jpg,1250.0
0326.jpg,341.5
0327.jpg,4995.5
0328.jpg,3518.5
0329.jpg,2267.0
0330.jpg,1701.5
0331.jpg,2693.5
0332.jpg,1714.0
0333.jpg,1741.0
0334.jpg,4633.0
0335.jpg,2990.5
0336.jpg,1515.5
0337.jpg,3310.5
0338.jpg,3384.0
0339.jpg,2466.5
0340.jpg,3066.0
0341.jpg,2275.5
0342.jpg,2123.5
0343.jpg,2159.0
0344.jpg,1359.0
0345.jpg,4109.5
0346.jpg,1263.5
0347.jpg,2642.5
0348.jpg,1164.5
0349.jpg,1611.0
0350.jpg,2124.0
0351.jpg,3247.5
0352.jpg,4751.0
0353.jpg,1158.0
0354.jpg,1934.5
0355.jpg,1371.0
0356.jpg,1138.0
0357.jpg,666.5
0358.jpg,3970.0
0359.jpg,4322.5
0360.jpg,2812.5
0361.jpg,464.5
0362.jpg,3380.5
0363.jpg,430.0
0364.jpg,2187.5
0365.jpg,1182.5
0366.jpg,4011.0
0367.jpg,631.5
0368.jpg,584.5
0369.jpg,4084.5
0370.jpg,4449.5
0371.jpg,2333.5
0372.jpg,3384.0
0373.jpg,2560.5
0374.jpg,3191.0
0375.jpg,1892.5
0376.jpg,3406.0
0377.jpg,2747.5
0378.jpg,1762.0
0379.jpg,3498.0
0380.jpg,1271.0
0381.jpg,4814.0
0382.jpg,3441.5
0383.jpg,302.5
0384.jpg,614.0
0385.jpg,1824.5
0386.jpg,121.0
0387.jpg,4245.0
0388.jpg,4252.0
0389.jpg,3218.0
0390.jpg,2768.5
0391.jpg,3896.5
0392.jpg,2266.0
0393.jpg,431.0
0394.jpg,1251.5
0395.jpg,4260.5
0396.jpg,1169.0
0397.jpg,372.5
0398.jpg,4783.5
0399.jpg,471.5
0400.jpg,4740.0
0401.jpg,4746.5
0402.jpg,496.0
0403.jpg,2476.0
0404.jpg,1782.0
0405.jpg,3152.5
0406.jpg,1962.5
0407.jpg,2087.5
0408.jpg,3039.5
0409.jpg,2404.5
0410.jpg,4064.5
0411.jpg,2576.5
0412.jpg,4995.5
0413.jpg,4438.0
0414.jpg,1215.5
0415.jpg,4831.0
0416.jpg,3997.0
0417.jpg,551.5
0418.jpg,4743.75
0419.jpg,2612.5
0420.jpg,4652.5
0421.jpg,3173.0
0422.jpg,4758.0
0423.jpg,1735.5
0424.jpg,3218.5
0425.jpg,2321.5
0426.jpg,3770.0
0427.jpg,2774.5
0428.jpg,3244.5
0429.jpg,1278.0
0430.jpg,2138.0
0431.jpg,4558.5
0432.jpg,520.0
0433.jpg,1166.5
0434.jpg,1113.0
0435.jpg,4734.25
0436.jpg,3864.0
0437.jpg,3928.5
0438.jpg,4422.0
0439.jpg,1124.5
0440.jpg,3034.0
0441.jpg,1140.0
0442.jpg,1453.5
0443.jpg,1933.0
0444.jpg,2605.5
0445.jpg,3077.5
0446.jpg,1311.0
0447.jpg,3455.5
0448.jpg,2212.5
0449.jpg,1924.0
0450.jpg,4633.0
0451.jpg,2929.0
0452.jpg,1296.0
0453.jpg,3506.0
0454.jpg,4553.5
0455.jpg,3385.5
0456.jpg,1781.0
0457.jpg,1312.0
0458.jpg,3095.0
0459.jpg,4192.5
0460.jpg,2918.0
0461.jpg,1889.0
0462.jpg,2575.5
0463.jpg,102.0
0464.jpg,4089.0
0465.jpg,2040.5
0466.jpg,1340.0
0467.jpg,1489.5
0468.jpg,4698.0
0469.jpg,564.0
0470.jpg,4465.0
0471.jpg,2560.5
0472.jpg,4346.5
0473.jpg,3573.5
0474.jpg,3307.5
0475.jpg,3587.5
0476.jpg,861.0
0477.jpg,2691.5
0478.jpg,1447.0
0479.jpg,1860.0
0480.jpg,844.5
0481.jpg,1582.0
0482.jpg,4292.0
0483.jpg,3581.5
0484.jpg,401.0
0485.jpg,1493.5
0486.jpg,1897.5
0487.jpg,2634.5
0488.jpg,508.5
0489.jpg,844.5
0490.jpg,3564.0
0491.jpg,500.5
0492.jpg,3627.5
0493.jpg,3480.5
0494.jpg,4911.0
0495.jpg,1038.5
0496.jpg,3295.0
0497.jpg,4116.0
0498.jpg,1546.0
0499.jpg,2066.0
0500.jpg,4782.0
0501.jpg,4458.0
0502.jpg,245.5
0503.jpg,4933.5
0504.jpg,1862.5
0505.jpg,341.0
0506.jpg,4719.0
0507.jpg,3001.0
0508.jpg,4536.0
0509.jpg,234.0
0510.jpg,2842.5
0511.jpg,693.0
0512.jpg,2560.5
0513.jpg,4200.5
0514.jpg,2066.5
0515.jpg,874.5
0516.jpg,1617.0
0517.jpg,179.0
0518.jpg,2697.0
0519.jpg,1784.5
0520.jpg,3110.5
0521.jpg,2273.5
0522.jpg,1815.0
0523.jpg,1498.5
0524.jpg,1426.5
0525.jpg,1916.5
0526.jpg,4420.0
0527.jpg,3093.5
0528.jpg,3837.0
0529.jpg,4676.5
0530.jpg,1478.0
0531.jpg,1854.0
0532.jpg,3278.5
0533.jpg,1957.5
0534.jpg,380.5
0535.jpg,2132.0
0536.jpg,4782.5
0537.jpg,3856.0
0538.jpg,2625.0
0539.jpg,3502.0
0540.jpg,3215.5
0541.jpg,4666.5
0542.jpg,3765.0
0543.jpg,4838.0
0544.jpg,1247.0
0545.jpg,3218.5
0546.jpg,1647.5
0547.jpg,314.5
0548.jpg,4371.0
0549.jpg,1159.0
0550.jpg,2964.0
0551.jpg,3400.0
0552.jpg,517.0
0553.jpg,804.5
0554.jpg,3961.5
0555.jpg,1609.5
0556.jpg,2779.5
0557.jpg,4787.5
0558.jpg,1666.0
0559.jpg,812.0
0560.jpg,990.5
0561.jpg,2942.0
0562.jpg,4319.5
0563.jpg,2422.5
0564.jpg,3534.0
0565.jpg,2284.0
0566.jpg,371.5
0567.jpg,1799.0
0568.jpg,3355.0
0569.jpg,92.5
0570.jpg,883.5
0571.jpg,1199.5
0572.jpg,2997.0
0573.jpg,1792.0
0574.jpg,3848.5
0575.jpg,283.5
0576.jpg,2841.5
0577.jpg,3208.0
0578.jpg,3227.0
0579.jpg,2675.5
0580.jpg,1648.0
0581.jpg,3054.5
0582.jpg,2492.5
0583.jpg,4615.0
0584.jpg,4612.5
0585.jpg,3509.5
0586.jpg,1559.0
0587.jpg,228.5
0588.jpg,4697.5
0589.jpg,3630.5
0590.jpg,2748.5
0591.jpg,1300.0
0592.jpg,1456.0
0593.jpg,2659.5
0594.jpg,4741.5
0595.jpg,4673.0
0596.jpg,4841.5
0597.jpg,4745.5
0598.jpg,2731.0
0599.jpg,2484.5
0600.jpg,2218.0
0601.jpg,3228.5
0602.jpg,2765.5
0603.jpg,1601.5
0604.jpg,182.5
0605.jpg,883.5
0606.jpg,2518.5
0607.jpg,2273.5
0608.jpg,853.0
0609.jpg,1930.5
0610.jpg,3952.5
0611.jpg,3659.0
0612.jpg,4844.5
0613.jpg,3602.5
0614.jpg,688.0
0615.jpg,510.0
0616.jpg,4807.5
0617.jpg,192.0
0618.jpg,1367.0
0619.jpg,2184.5
0620.jpg,1796.5
0621.jpg,1949.5
0622.jpg,1149.0
0623.jpg,3188.5
0624.jpg,1804.0
0625.jpg,1504.5
0626.jpg,2962.5
0627.jpg,2227.0
0628.jpg,4838.5
0629.jpg,169.0
0630.jpg,4503.0
0631.jpg,1581.0
0632.jpg,3618.0
0633.jpg,2535.5
0634.jpg,886.0
0635.jpg,172.5
0636.jpg,685.5
0637.jpg,3275.5
0638.jpg,746.5
0639.jpg,3688.0
0640.jpg,1475.5
0641.jpg,2707.5
0642.jpg,1581.0
0643.jpg,2891.5
0644.jpg,2228.0
0645.jpg,3398.0
0646.jpg,3104.0
0647.jpg,321.5
0648.jpg,1107.0
0649.jpg,199.5
0650.jpg,2182.5
0651.jpg,612.0
0652.jpg,3797.5
0653.jpg,1414.0
0654.jpg,2449.0
0655.jpg,1649.5
0656.jpg,3596.5
0657.jpg,2907.5
0658.jpg,3131.0
0659.jpg,3971.5
0660.jpg,2301.0
0661.jpg,133.0
0662.jpg,3447.5
0663.jpg,78.0
0664.jpg,4414.0
0665.jpg,1822.0
0666.jpg,1688.5
0667.jpg,1359.5
0668.jpg,4775.0
0669.jpg,2155.0
0670.jpg,4626.25
0671.jpg,148.5
0672.jpg,1314.5
0673.jpg,1132.0
0674.jpg,3192.5
0675.jpg,2426.5
0676.jpg,331.5
0677.jpg,1995.0
0678.jpg,811.5
0679.jpg,4802.5
0680.jpg,3397.25
0681.jpg,3617.5
0682.jpg,23.0
0683.jpg,4030.0
0684.jpg,3332.0
0685.jpg,83.0
0686.jpg,3179.5
0687.jpg,3188.5
0688.jpg,3064.5
0689.jpg,4588.5
0690.jpg,2122.0
0691.jpg,4667.0
0692.jpg,3307.5
0693.jpg,1042.5
0694.jpg,1958.5
0695.jpg,4846.0
0696.jpg,293.5
0697.jpg,2713.5
0698.jpg,2689.5
0699.jpg,4838.75
0700.jpg,4332.5
0701.jpg,2860.5
0702.jpg,3308.0
0703.jpg,277.5
0704.jpg,3381.0
0705.jpg,1946.0
0706.jpg,2773.5
0707.jpg,4792.5
0708.jpg,3222.5
0709.jpg,3058.0
0710.jpg,4666.5
0711.jpg,425.0
0712.jpg,919.0
0713.jpg,4451.0
0714.jpg,3819.0
0715.jpg,297.0
0716.jpg,554.0
0717.jpg,4845.0
0718.jpg,3152.0
0719.jpg,1679.5
0720.jpg,2901.0
0721.jpg,1377.0
0722.jpg,2898.0
0723.jpg,3487.5
0724.jpg,3962.5
0725.jpg,2287.0
0726.jpg,4564.0
0727.jpg,1853.5
0728.jpg,3368.5
0729.jpg,4755.0
0730.jpg,4345.0
0731.jpg,1895.0
0732.jpg,4716.5
0733.jpg,1672.5
0734.jpg,4685.0
0735.jpg,2428.0
0736.jpg,886.0
0737.jpg,784.5
0738.jpg,1818.0
0739.jpg,3176.0
0740.jpg,4814.5
0741.jpg,356.5
0742.jpg,2604.0
0743.jpg,403.5
0744.jpg,1132.0
0745.jpg,2251.0
0746.jpg,2174.0
0747.jpg,4000.0
0748.jpg,2500.5
0749.jpg,438.0
0750.jpg,4759.5
0751.jpg,1693.5
0752.jpg,3730.0
0753.jpg,4049.5
0754.jpg,2982.0
0755.jpg,2591.0
0756.jpg,3677.0
0757.jpg,2541.0
0758.jpg,3366.5
0759.jpg,1934.0
0760.jpg,2368.5
0761.jpg,2142.0
0762.jpg,2259.5
0763.jpg,2780.5
0764.jpg,68.5
0765.jpg,1715.0
0766.jpg,723.0
0767.jpg,1551.5
0768.jpg,3237.0
0769.jpg,2576.5
0770.jpg,1164.0
0771.jpg,2228.0
0772.jpg,2781.0
0773.jpg,1641.0
0774.jpg,3486.5
0775.jpg,212.0
0776.jpg,3106.0
0777.jpg,4685.0
0778.jpg,2107.0
0779.jpg,2461.0
0780.jpg,2956.5
0781.jpg,730.0
0782.jpg,4348.0
0783.jpg,4264.5
0784.jpg,4005.0
0785.jpg,2772.0
0786.jpg,4028.0
0787.jpg,2288.0
0788.jpg,2884.0
0789.jpg,932.0
0790.jpg,3379.25
0791.jpg,3904.5
0792.jpg,3129.0
0793.jpg,1904.5
0794.jpg,1491.5
0795.jpg,4577.5
0796.jpg,2403.5
0797.jpg,4108.0
0798.jpg,2597.5
0799.jpg,27.5
0800.jpg,3134.0
0801.jpg,1023.0
0802.jpg,4865.0
0803.jpg,2980.5
0804.jpg,1810.0
0805.jpg,1570.5
0806.jpg,3973.0
0807.jpg,1172.0
0808.jpg,3833.5
0809.jpg,3716.5
0810.jpg,3857.0
0811.jpg,828.0
0812.jpg,3931.5
0813.jpg,2551.5
0814.jpg,2986.5
0815.jpg,4439.0
0816.jpg,278.0
0817.jpg,2443.0
0818.jpg,3219.0
0819.jpg,4372.5
0820.jpg,3375.5
0821.jpg,3736.5
0822.jpg,1426.5
0823.jpg,4100.0
0824.jpg,634.0
0825.jpg,3394.5
0826.jpg,2845.0
0827.jpg,2433.5
0828.jpg,3113.0
0829.jpg,1063.0
0830.jpg,4653.5
0831.jpg,2760.5
0832.jpg,1884.0
0833.jpg,4672.0
0834.jpg,2932.5
0835.jpg,951.5
0836.jpg,2930.0
0837.jpg,4803.0
0838.jpg,3070.5
0839.jpg,3485.5
0840.jpg,50.5
0841.jpg,4792.5
0842.jpg,3067.0
0843.jpg,1571.5
0844.jpg,1676.0
0845.jpg,4383.0
0846.jpg,382.5
0847.jpg,4833.0
0848.jpg,732.5
0849.jpg,1726.5
0850.jpg,3398.0
0851.jpg,2910.5
0852.jpg,4695.0
0853.jpg,4034.0
0854.jpg,979.0
0855.jpg,704.0
0856.jpg,2993.5
0857.jpg,1278.5
0858.jpg,1204.0
0859.jpg,2556.0
0860.jpg,4740.0
0861.jpg,1173.0
0862.jpg,2995.0
0863.jpg,1539.0
0864.jpg,1593.5
0865.jpg,4337.0
0866.jpg,396.0
0867.jpg,3211.5
0868.jpg,4029.0
0869.jpg,1588.0
0870.jpg,610.5
0871.jpg,1409.0
0872.jpg,3922.0
0873.jpg,4683.5
0874.jpg,828.5
0875.jpg,1007.5
0876.jpg,3236.25
0877.jpg,3583.5
0878.jpg,2371.0
0879.jpg,1660.0
0880.jpg,3897.0
0881.jpg,3543.0
0882.jpg,3014.0
0883.jpg,1526.5
0884.jpg,2210.5
0885.jpg,391.5
0886.jpg,3036.0
0887.jpg,1934.0
0888.jpg,2918.5
0889.jpg,4144.0
0890.jpg,1634.0
0891.jpg,131.5
0892.jpg,40.5
0893.jpg,384.5
0894.jpg,1173.5
0895.jpg,2110.5
0896.jpg,3014.0
0897.jpg,2353.5
0898.jpg,2753.0
0899.jpg,2543.0
0900.jpg,4746.5
0901.jpg,2323.5
0902.jpg,2333.5
0903.jpg,1516.0
0904.jpg,2436.5
0905.jpg,1437.0
0906.jpg,2171.0
0907.jpg,2326.0
0908.jpg,454.5
0909.jpg,214.0
0910.jpg,2517.5
0911.jpg,1073.0
0912.jpg,2699.5
0913.jpg,1729.5
0914.jpg,4495.5
0915.jpg,3259.0
0916.jpg,4838.0
