Id,Label
0001.jpg,0.0066272574
0002.jpg,0.36786062
0003.jpg,0.26928595
0004.jpg,0.6480661
0005.jpg,0.5531766
0006.jpg,0.57764
0007.jpg,0.0024300886
0008.jpg,0.50008124
0009.jpg,0.5510128
0010.jpg,0.016622148
0011.jpg,0.29421788
0012.jpg,0.0039432766
0013.jpg,0.7052656
0014.jpg,0.75012106
0015.jpg,0.6654823
0016.jpg,0.7772726
0017.jpg,0.24981882
0018.jpg,0.020604998
0019.jpg,0.70380235
0020.jpg,0.002858568
0021.jpg,0.7067577
0022.jpg,0.61985594
0023.jpg,0.51162684
0024.jpg,0.2921525
0025.jpg,0.91183794
0026.jpg,0.9984529
0027.jpg,0.044715617
0028.jpg,0.68325734
0029.jpg,0.003245743
0030.jpg,0.9994462
0031.jpg,0.3004149
0032.jpg,0.92456627
0033.jpg,0.0036470057
0034.jpg,0.0084695835
0035.jpg,0.7540002
0036.jpg,0.0031254531
0037.jpg,0.5237537
0038.jpg,0.0034198246
0039.jpg,0.5076211
0040.jpg,0.5192947
0041.jpg,0.9994524
0042.jpg,0.34810314
0043.jpg,0.6435159
0044.jpg,0.5081498
0045.jpg,0.9253829
0046.jpg,0.99949944
0047.jpg,0.22780274
0048.jpg,0.4103574
0049.jpg,0.4449888
0050.jpg,0.2543047
0051.jpg,0.12617236
0052.jpg,0.9237069
0053.jpg,0.415965
0054.jpg,0.65196264
0055.jpg,0.75194633
0056.jpg,0.0031857407
0057.jpg,0.66052294
0058.jpg,0.006458372
0059.jpg,0.42418745
0060.jpg,0.9995735
0061.jpg,0.004671213
0062.jpg,0.1772411
0063.jpg,0.69471633
0064.jpg,0.4319239
0065.jpg,0.57127637
0066.jpg,0.9995772
0067.jpg,0.010899161
0068.jpg,0.5132717
0069.jpg,0.6573062
0070.jpg,0.39565426
0071.jpg,0.524031
0072.jpg,0.99947184
0073.jpg,0.6809337
0074.jpg,0.30044898
0075.jpg,0.9974106
0076.jpg,0.5135623
0077.jpg,0.97300977
0078.jpg,0.26758108
0079.jpg,0.34341893
0080.jpg,0.9995797
0081.jpg,0.6711344
0082.jpg,0.03510048
0083.jpg,0.99894005
0084.jpg,0.99937695
0085.jpg,0.99930036
0086.jpg,0.9940446
0087.jpg,0.72293144
0088.jpg,0.99957436
0089.jpg,0.022630682
0090.jpg,0.9996611
0091.jpg,0.53414917
0092.jpg,0.46399704
0093.jpg,0.099154904
0094.jpg,0.61151576
0095.jpg,0.006119584
0096.jpg,0.22000697
0097.jpg,0.77533746
0098.jpg,0.036254168
0099.jpg,0.9994685
0100.jpg,0.5611604
0101.jpg,0.29124784
0102.jpg,0.9995679
0103.jpg,0.3753303
0104.jpg,0.6625675
0105.jpg,0.6989655
0106.jpg,0.61219937
0107.jpg,0.52608573
0108.jpg,0.788178
0109.jpg,0.47398075
0110.jpg,0.7749826
0111.jpg,0.0029479868
0112.jpg,0.59474903
0113.jpg,0.99955446
0114.jpg,0.002657885
0115.jpg,0.11925825
0116.jpg,0.669936
0117.jpg,0.77280515
0118.jpg,0.9335031
0119.jpg,0.5983228
0120.jpg,0.004929268
0121.jpg,0.712651
0122.jpg,0.9980045
0123.jpg,0.3872171
0124.jpg,0.78151697
0125.jpg,0.060526926
0126.jpg,0.633775
0127.jpg,0.6992119
0128.jpg,0.052315462
0129.jpg,0.7018061
0130.jpg,0.73372597
0131.jpg,0.9187028
0132.jpg,0.5846844
0133.jpg,0.6692415
0134.jpg,0.41532785
0135.jpg,0.0030503832
0136.jpg,0.5978416
0137.jpg,0.43505162
0138.jpg,0.0030638059
0139.jpg,0.51719224
0140.jpg,0.1549811
0141.jpg,0.77345794
0142.jpg,0.5933344
0143.jpg,0.52996606
0144.jpg,0.13387284
0145.jpg,0.63724774
0146.jpg,0.99876595
0147.jpg,0.25999066
0148.jpg,0.9993475
0149.jpg,0.57365024
0150.jpg,0.0075873057
0151.jpg,0.5761276
0152.jpg,0.8046972
0153.jpg,0.98526055
0154.jpg,0.53519857
0155.jpg,0.99918324
0156.jpg,0.017230669
0157.jpg,0.021482952
0158.jpg,0.74877816
0159.jpg,0.738319
0160.jpg,0.0783891
0161.jpg,0.005647127
0162.jpg,0.19740288
0163.jpg,0.003013952
0164.jpg,0.13943796
0165.jpg,0.076567724
0166.jpg,0.5332225
0167.jpg,0.9995746
0168.jpg,0.29110238
0169.jpg,0.4269015
0170.jpg,0.48533547
0171.jpg,0.27068532
0172.jpg,0.19523479
0173.jpg,0.35274827
0174.jpg,0.537145
0175.jpg,0.66277325
0176.jpg,0.6115896
0177.jpg,0.20290452
0178.jpg,0.64933246
0179.jpg,0.67365056
0180.jpg,0.6484664
0181.jpg,0.84051764
0182.jpg,0.0033549725
0183.jpg,0.611975
0184.jpg,0.99966574
0185.jpg,0.1682286
0186.jpg,0.47333065
0187.jpg,0.9996377
0188.jpg,0.0026134478
0189.jpg,0.007218438
0190.jpg,0.6840544
0191.jpg,0.5053936
0192.jpg,0.8416784
0193.jpg,0.6452934
0194.jpg,0.37987947
0195.jpg,0.26365867
0196.jpg,0.99911064
0197.jpg,0.003892476
0198.jpg,0.012366138
0199.jpg,0.7938447
0200.jpg,0.5520231
0201.jpg,0.0066261906
0202.jpg,0.042994656
0203.jpg,0.6522439
0204.jpg,0.0027720581
0205.jpg,0.6508014
0206.jpg,0.712549
0207.jpg,0.99966276
0208.jpg,0.10739724
0209.jpg,0.7370724
0210.jpg,0.99966633
0211.jpg,0.8069195
0212.jpg,0.9506733
0213.jpg,0.0025628314
0214.jpg,0.77647096
0215.jpg,0.6258088
0216.jpg,0.2822465
0217.jpg,0.65789306
0218.jpg,0.030839063
0219.jpg,0.40558702
0220.jpg,0.6309087
0221.jpg,0.04828137
0222.jpg,0.7313793
0223.jpg,0.04717862
0224.jpg,0.6519995
0225.jpg,0.0028448948
0226.jpg,0.0056336005
0227.jpg,0.6546047
0228.jpg,0.9095659
0229.jpg,0.003185365
0230.jpg,0.34916255
0231.jpg,0.21398497
0232.jpg,0.011493382
0233.jpg,0.43937486
0234.jpg,0.4600557
0235.jpg,0.6737655
0236.jpg,0.022554846
0237.jpg,0.64204323
0238.jpg,0.18237156
0239.jpg,0.71111137
0240.jpg,0.0044235284
0241.jpg,0.6823543
0242.jpg,0.5267394
0243.jpg,0.7159386
0244.jpg,0.5858057
0245.jpg,0.566946
0246.jpg,0.68821704
0247.jpg,0.6371601
0248.jpg,0.6609384
0249.jpg,0.99937004
0250.jpg,0.593063
0251.jpg,0.0030914682
0252.jpg,0.002813101
0253.jpg,0.12228249
0254.jpg,0.43483627
0255.jpg,0.3215343
0256.jpg,0.0030210987
0257.jpg,0.53875476
0258.jpg,0.0030707114
0259.jpg,0.0030896668
0260.jpg,0.0024788561
0261.jpg,0.641476
0262.jpg,0.0030229636
0263.jpg,0.61763126
0264.jpg,0.004883271
0265.jpg,0.003149581
0266.jpg,0.042363796
0267.jpg,0.0052315756
0268.jpg,0.0026195804
0269.jpg,0.9996543
0270.jpg,0.99964964
0271.jpg,0.999483
0272.jpg,0.5493823
0273.jpg,0.9996271
0274.jpg,0.80558527
0275.jpg,0.99969375
